client_id,total_spending,avg_transaction,transaction_count,Chip Transaction,Online Transaction,Swipe Transaction,past_3_months_sum,past_6_months_sum,past_9_months_sum,past_3_months_avg,past_6_months_avg,past_9_months_avg,past_3_months_max,past_3_months_min,past_6_months_max,past_6_months_min,past_9_months_max,past_9_months_min,rate_of_change_3m,rate_of_change_6m,rate_of_change_9m,spending_volatility_3m,spending_volatility_6m,spending_volatility_9m,num_unique_merchants,category_diversity,top_5_merchant_categories,avg_time_between_transactions_seconds,spending_consistency_3m,spending_consistency_6m,spending_consistency_9m,chip_transaction_ratio,online_transaction_ratio,swipe_transaction_ratio,absolute_change_3m_vs_6m,absolute_change_6m_vs_9m,growth_rate_3m_vs_6m,growth_rate_6m_vs_9m,proportion_recent_3m_vs_6m,proportion_recent_6m_vs_9m,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,debt_to_income_ratio
822,19975.42,34.55955017301038,578,315,47,216,4937.139999999999,12803.24,18291.39,1645.7133333333331,2133.8733333333334,2032.3766666666666,1974.1,1323.29,2762.56,1323.29,2762.56,924.84,2.0109101997255676,6.80804390913249,10.154987040707425,325.445978671319,584.7640422483815,628.1955608128729,70,42,"['Money Transfer', 'Utilities - Electric, Gas, Water, Sanitary', 'Telecommunication Services', 'Wholesale Clubs', 'Eating Places and Restaurants']",45391.81975736569,0.24716076057474637,0.640949727214747,0.915694889018604,0.5449826989619377,0.08131487889273356,0.3737024221453287,-2928.960000000001,7315.09,-0.37235224571261505,1.3328881317019396,0.38561645333524946,0.6999599265009384,51,68,1968,4,Female,6323 Sussex Boulevard,32.61,-117.03,16942.0,34540.0,22641.0,793,5,0.6555008685581935
823,25240.28,44.20364273204903,571,502,41,28,7680.1,15990.61,22508.649999999998,2560.0333333333333,2665.101666666667,2500.9611111111108,3448.43,1740.32,3448.43,1740.32,3448.43,1594.01,2.082706163325105,5.418451843378088,8.034720131655527,856.1238188681198,559.1648667581564,577.1317171245323,71,39,"['Wholesale Clubs', 'Utilities - Electric, Gas, Water, Sanitary', 'Grocery Stores, Supermarkets', 'Department Stores', 'Drug Stores and Pharmacies']",46018.31578947369,0.3042795087851641,0.6335353649008648,0.8917749723854093,0.8791593695271454,0.07180385288966724,0.04903677758318739,-630.4099999999999,9472.570000000003,-0.07585695703392448,1.4532850366060974,0.4802881190898909,0.7104206605016294,41,65,1978,3,Female,858 Jefferson Avenue,36.7,-76.63,20353.0,41496.0,9222.0,807,2,0.22223828802776172
825,74325.96,78.48570221752905,947,470,65,412,21503.81,45645.72,68078.64,7167.936666666667,7607.62,7564.293333333333,7535.72,6882.57,9056.05,6882.57,9056.05,6882.57,2.124386675326223,5.632074937123778,8.8914562438159,334.28372804151786,777.9267106611005,652.0676133461925,88,45,"['Grocery Stores, Supermarkets', 'Drug Stores and Pharmacies', 'Wholesale Clubs', 'Service Stations', 'Department Stores']",27595.116279069767,0.28931762199909694,0.6141288992432792,0.9159469988682285,0.4963041182682154,0.06863780359028511,0.4350580781414995,-2638.0999999999985,23212.800000000003,-0.10927470113176618,1.0347649793250278,0.4711024385199752,0.6704851918310942,53,66,1966,11,Female,462 Rose Lane,34.15,-117.76,29278.0,59696.0,127613.0,787,5,2.1377144197266147
826,23815.96,69.03176811594203,345,273,33,39,6979.75,13974.61,22717.83,2326.5833333333335,2329.101666666667,2524.2033333333334,2509.64,2004.44,4337.93,718.5,4337.93,718.5,2.482144638901638,5.971827542854862,10.33375406597354,279.8492194617165,1178.024070202586,1238.145786509004,106,45,"['Wholesale Clubs', 'Eating Places and Restaurants', 'Leather Goods', 'Telecommunication Services', 'Airlines']",75609.41860465116,0.2930702772426558,0.5867750029811941,0.9538910041837492,0.7913043478260869,0.09565217391304348,0.11304347826086956,-15.110000000000582,5231.389999999999,-0.002160157601438839,0.5983367683759528,0.49945937668385737,0.61513841770979,67,60,1952,11,Female,563 Birch Drive,33.98,-83.88,26767.0,57705.0,22475.0,684,3,0.38948098085087945
827,25707.84,40.105834633385335,641,451,78,112,9890.720000000001,17018.829999999998,23585.24,3296.906666666667,2836.4716666666664,2620.5822222222223,3897.57,2609.36,3897.57,1733.33,3897.57,1733.33,1.9229709881523385,4.0295171981712805,5.970066109303474,648.4849930671752,812.4380841249794,724.5456321684957,62,39,"['Utilities - Electric, Gas, Water, Sanitary', 'Money Transfer', 'Telecommunication Services', 'Grocery Stores, Supermarkets', 'Wholesale Clubs']",40969.96875,0.3847355514893511,0.6620093325615842,0.9174337478372357,0.7035881435257411,0.12168486739469579,0.1747269890795632,2762.610000000004,10452.419999999995,0.38756556787142804,1.5918013039088312,0.5811633349648596,0.7215881627662045,61,71,1958,4,Female,9189 Valley Street,43.1,-75.23,15194.0,30984.0,39222.0,616,4,1.2658791634391944
828,47379.52,27.40284557547715,1729,1121,402,206,13801.96,28505.690000000002,42749.89,4600.653333333333,4750.948333333334,4749.987777777777,5081.21,3744.24,5084.2,3744.24,5199.2,3744.24,1.7734215343684627,4.728048371248123,7.590335395688946,743.5209281744085,510.3349198875841,469.9472634981978,98,37,"['Taxicabs and Limousines', 'Grocery Stores, Supermarkets', 'Money Transfer', 'Wholesale Clubs', 'Drug Stores and Pharmacies']",15179.861111111111,0.29130645477201966,0.6016458165891087,0.9022862620811692,0.6483516483516484,0.23250433776749566,0.11914401388085599,-901.7700000000041,14261.490000000005,-0.061329336161640935,1.0012138273823736,0.48418263160793507,0.6668014818283744,59,71,1960,3,Female,85 Littlewood Avenue,29.45,-98.5,17609.0,35906.0,69819.0,659,3,1.9444939564418202
831,24148.96,39.394714518760196,613,492,67,54,7190.31,15545.47,21883.809999999998,2396.77,2590.9116666666664,2431.534444444444,3136.07,1956.04,3184.99,1956.04,3184.99,1956.04,2.4268944809837008,6.408955295014775,9.429801734820321,644.1861019146562,509.23280544036726,469.87525390020045,84,41,"['Money Transfer', 'Betting (including Lottery Tickets, Casinos)', 'Athletic Fields, Commercial Sports', 'Grocery Stores, Supermarkets', 'Wholesale Clubs']",42829.41176470588,0.29774822601056117,0.6437324837177253,0.9062009295638404,0.802610114192496,0.10929853181076672,0.08809135399673736,-1164.8499999999995,9207.130000000001,-0.13941683941420624,1.4526090427462086,0.46253410157428504,0.7103639631307346,36,66,1983,10,Male,547 Norfolk Boulevard,41.29,-91.55,18302.0,37316.0,37515.0,726,2,1.0053328331010827
832,36639.3,82.33550561797753,445,267,81,97,10412.689999999999,21499.16,33031.93,3470.896666666666,3583.193333333333,3670.2144444444443,4610.58,2768.24,4610.58,2768.24,4610.58,2768.24,2.432147718920059,6.086381420430012,9.887720963653685,995.890756776732,783.2811395831426,700.2629211965873,89,45,"['Utilities - Electric, Gas, Water, Sanitary', 'Wholesale Clubs', 'Department Stores', 'Drug Stores and Pharmacies', 'Telecommunication Services']",58962.02702702703,0.2841945670359422,0.5867786775402368,0.9015436976143103,0.6,0.18202247191011237,0.21797752808988763,-673.7800000000025,9966.39,-0.060774980674642376,0.864180071223132,0.4843300854545014,0.6508599406695279,40,67,1979,5,Female,8799 Elm Avenue,33.2,-96.65,24684.0,50329.0,76759.0,625,4,1.5251445488684456
837,22297.43,36.733822075782534,607,483,26,98,6598.9400000000005,13452.41,20262.48,2199.646666666667,2242.068333333333,2251.3866666666668,2594.85,1548.87,2594.85,1548.87,3539.78,1483.3300000000002,3.2604866773841583,7.685306061838632,12.082105018497357,567.8968538681416,464.4256776887628,665.6329311076789,114,49,"['Antique Shops', 'Doctors, Physicians', 'Eating Places and Restaurants', 'Insurance Sales, Underwriting', 'Steel Products Manufacturing']",43223.46534653466,0.29595069925098993,0.6033166154126283,0.9087361189159467,0.7957166392092258,0.042833607907743,0.1614497528830313,-254.52999999999884,6642.34,-0.0371388508303091,0.9753702972216145,0.4905396133480916,0.6639073795507756,30,65,1989,4,Male,445 Fifth Avenue,39.15,-80.35,17701.0,36092.0,63276.0,679,1,1.753186301673501
839,31193.02,76.45348039215686,408,349,41,18,10741.84,22233.9,29305.2,3580.6133333333332,3705.65,3256.133333333333,3896.84,3061.74,4261.22,3061.74,4261.22,1608.8400000000001,2.508410250380503,6.261851104274042,8.571420172842894,452.93184490973255,403.6447317134218,819.8854271939464,96,49,"['Utilities - Electric, Gas, Water, Sanitary', 'Betting (including Lottery Tickets, Casinos)', 'Grocery Stores, Supermarkets', 'Department Stores', 'Athletic Fields, Commercial Sports']",64192.77641277641,0.3443667846204055,0.7127844626778683,0.9394794091755143,0.8553921568627451,0.10049019607843138,0.04411764705882353,-750.2200000000012,15162.600000000002,-0.06528159442258408,2.144245046879641,0.48312891575477085,0.7587015273739814,45,63,1975,1,Female,96493 Valley Stream Avenue,41.63,-73.21,26674.0,54384.0,69717.0,622,3,1.2819395410414829
840,161252.74,127.17093059936907,1268,1087,55,126,47471.24,99363.40000000001,144939.61,15823.746666666666,16560.56666666667,16104.40111111111,16967.32,14931.59,18353.41,14931.59,18353.41,13676.95,2.0484352694811885,5.380766397835135,8.307509537750612,1040.8923639999105,1210.154986283438,1358.3483364130539,113,48,"['Money Transfer', 'Drug Stores and Pharmacies', 'Wholesale Clubs', 'Department Stores', 'Grocery Stores, Supermarkets']",20673.43330702447,0.2943902844689647,0.6161966612164235,0.8988350213459938,0.8572555205047319,0.04337539432176656,0.09936908517350158,-4420.920000000013,53787.19000000003,-0.08519437232907656,1.1801593419022787,0.47775378056709006,0.6855503474861014,68,64,1952,1,Female,651 Fourth Avenue,37.74,-122.44,51692.0,88432.0,63075.0,694,6,0.7132599059164103
843,25292.55,42.15425,600,488,34,78,8731.22,16181.32,22805.66,2910.4066666666663,2696.8866666666668,2533.9622222222224,3514.59,2527.42,3514.59,2441.67,3514.59,2106.93,2.2467602009512087,5.017127706649909,7.480431055960673,529.454555399549,410.3816331497631,408.59468323687787,58,34,"['Wholesale Clubs', 'Grocery Stores, Supermarkets', 'Drug Stores and Pharmacies', 'Service Stations', 'Department Stores']",43787.97996661102,0.34520916238180804,0.6397662552807052,0.9016749991598316,0.8133333333333334,0.056666666666666664,0.13,1281.119999999999,9556.98,0.17196010791801442,1.4427067451247972,0.5395863872663046,0.7095308796149727,35,64,1984,8,Male,4238 Lexington Lane,41.84,-87.75,13891.0,28325.0,38658.0,822,6,1.364801412180053
844,19548.7,59.23848484848485,330,0,52,278,5800.97,12555.78,18003.06,1933.6566666666668,2092.63,2000.3400000000001,2211.75,1779.92,2997.22,1779.92,2997.22,1520.26,2.2061957663184657,5.939578842646328,8.950290167468083,241.28349017977385,469.46925871669157,441.14897999428706,71,38,"['Utilities - Electric, Gas, Water, Sanitary', 'Theatrical Producers', 'Legal Services and Attorneys', 'Automotive Service Shops', 'Telecommunication Services']",79655.19756838906,0.2967445405576841,0.6422820954846102,0.9209338728406493,0.0,0.15757575757575756,0.8424242424242424,-953.8400000000001,7108.5,-0.1412090051385605,1.3049632109970477,0.46201590024673894,0.6974247711222425,65,64,1955,2,Male,364 Eighth Drive,32.75,-97.33,21401.0,18149.0,26672.0,738,2,1.4696126508347567
845,38457.66,44.15345579793341,871,620,82,169,10939.109999999999,22580.53,34694.590000000004,3646.3699999999994,3763.4216666666666,3854.954444444445,3822.02,3465.85,4219.6900000000005,3465.85,4507.3,3148.58,1.8621278800215588,4.908009377240307,8.077553231013967,178.13493452997952,288.3318659750718,468.2876348493284,83,40,"['Wholesale Clubs', 'Drug Stores and Pharmacies', 'Grocery Stores, Supermarkets', 'Utilities - Electric, Gas, Water, Sanitary', 'Department Stores']",30110.206896551725,0.28444554348860535,0.587152988507361,0.9021503128375465,0.711825487944891,0.09414466130884042,0.19402985074626866,-702.3100000000013,10466.469999999994,-0.06032855098433021,0.8639935744085789,0.4844487706887305,0.6508372054547985,58,72,1961,8,Male,860 Seventh Avenue,30.42,-86.61,18005.0,36710.0,116794.0,786,5,3.181530918005993
846,66017.26,40.451752450980386,1632,1245,29,358,20620.480000000003,41320.479999999996,59498.630000000005,6873.493333333335,6886.746666666666,6610.958888888889,7837.77,6081.31,7837.77,6081.31,7837.77,5379.8099999999995,1.6309115985796983,4.271968940144964,6.591270220993981,890.7861805356737,706.6686991983354,808.214289041657,111,49,"['Eating Places and Restaurants', 'Fast Food Restaurants', 'Drug Stores and Pharmacies', 'Grocery Stores, Supermarkets', 'Telecommunication Services']",16095.34028203556,0.3123498309381517,0.6259041953573959,0.9012587011336127,0.7628676470588235,0.017769607843137254,0.2193627450980392,-79.51999999998952,23142.329999999987,-0.0038415458937193225,1.2730849948977192,0.49903776529217486,0.6944778392376428,48,66,1971,11,Female,58 Catherine Drive,41.26,-96.01,33232.0,67761.0,0.0,745,4,0.0
847,53358.28,54.39172273190621,981,716,43,222,15292.18,32569.14,48747.009999999995,5097.393333333333,5428.19,5416.334444444444,5945.53,4627.2300000000005,6162.92,4627.2300000000005,6162.92,4627.2300000000005,1.5720465627118192,4.477920387248909,7.198934325451221,735.9528538115284,678.624174783068,558.6186640972332,95,40,"['Money Transfer', 'Drinking Places (Alcoholic Beverages)', 'Theatrical Producers', 'Automotive Service Shops', 'Telecommunication Services']",26670.73469387755,0.28659432050658307,0.6103858670107057,0.91357911087089,0.7298674821610601,0.04383282364933741,0.22629969418960244,-1984.7799999999988,16391.270000000004,-0.114880164102944,1.0131908588707912,0.46952974502857614,0.6681259014655464,81,68,1938,4,Female,864 Main Lane,35.78,-95.24,18585.0,27864.0,1371.0,591,6,0.049203273040482345
848,41480.67,70.54535714285714,588,457,42,89,11919.05,24012.61,37653.74,3973.0166666666664,4002.101666666667,4183.748888888888,4275.65,3470.48,4573.14,3470.48,5408.6900000000005,3470.48,2.4344096493856755,5.919103409326664,9.849721076047116,438.2301783690098,419.78347758894387,605.5796500553099,99,53,"['Drinking Places (Alcoholic Beverages)', 'Utilities - Electric, Gas, Water, Sanitary', 'Tax Preparation Services', 'Automotive Service Shops', 'Department Stores']",44540.85178875639,0.28733986215748203,0.5788867441147889,0.9077418469855959,0.7772108843537415,0.07142857142857142,0.15136054421768708,-174.51000000000204,10371.480000000003,-0.014429994145644609,0.7603094465047988,0.4963662842148354,0.6377217774383103,51,69,1968,5,Male,166 River Drive,38.86,-76.6,33529.0,68362.0,96182.0,711,2,1.4069512302156169
849,16948.65,20.39548736462094,831,726,42,63,6086.65,10920.28,15997.74,2028.8833333333332,1820.0466666666669,1777.5266666666666,2846.32,1530.53,2846.32,1279.88,2846.32,1279.88,1.138427864751679,2.836631158829647,4.620499451923887,713.5730244574363,538.0076865497989,472.15584042771303,99,48,"['Money Transfer', 'Eating Places and Restaurants', 'Grocery Stores, Supermarkets', 'Telecommunication Services', 'Drug Stores and Pharmacies']",31550.89156626506,0.35912299799689057,0.6443156239582504,0.943894646476268,0.8736462093862816,0.05054151624548736,0.07581227436823104,1253.0199999999986,5842.8200000000015,0.25922960590694744,1.1507367857156932,0.5573712395652858,0.6826139192160893,67,69,1952,7,Female,5456 Ninth Avenue,39.95,-75.16,21497.0,43828.0,60231.0,711,3,1.3742584649082779
850,38765.99,32.19766611295681,1204,1119,61,24,10521.73,22033.210000000003,34465.31,3507.2433333333333,3672.2016666666673,3829.478888888889,4046.34,3069.94,4761.56,3069.94,4840.1,2847.5,2.0896739050639415,5.469984877182164,9.120633102820479,496.0954061804396,622.5387659067248,783.3494211787685,75,44,"['Automotive Service Shops', 'Telecommunication Services', 'Eating Places and Restaurants', 'Service Stations', 'Grocery Stores, Supermarkets']",21795.21197007481,0.2714165174164261,0.5683644349080212,0.8890604883301059,0.9294019933554817,0.050664451827242524,0.019933554817275746,-989.7500000000036,9601.110000000008,-0.08597938753314116,0.7722838458506618,0.4775395868327855,0.6392865754000183,38,66,1981,12,Female,422 Burns Street,37.98,-85.71,19661.0,40087.0,17392.0,712,2,0.43385636241175446
851,22972.34,39.40367066895369,583,454,58,71,7041.75,12539.289999999999,21342.72,2347.25,2089.8816666666667,2371.4133333333334,2657.16,2000.67,2657.16,1655.64,4379.25,1655.64,1.9538533172254102,4.259945803550454,7.95278365045807,329.7776473625826,364.1825925777702,838.2873548640704,71,35,"['Money Transfer', 'Utilities - Electric, Gas, Water, Sanitary', 'Telecommunication Services', 'Grocery Stores, Supermarkets', 'Automotive Service Shops']",44893.81443298969,0.30653168114349694,0.5458429572259508,0.9290616454396897,0.7787307032590052,0.09948542024013722,0.12178387650085763,1544.210000000001,3735.859999999997,0.2808910894691081,0.42436413988638466,0.561574857906628,0.5875207096377593,88,65,1931,10,Female,42 Fourth Avenue,38.21,-85.23,19620.0,31399.0,2528.0,757,4,0.08051211822032549
852,46436.14,26.0292264573991,1784,1717,38,29,14637.5,27698.34,41656.96,4879.166666666667,4616.39,4628.551111111111,5474.34,4017.05,5474.34,4008.85,5474.34,4008.85,2.6438431187065135,5.895194234575124,9.370037714243038,764.4393981430653,621.0066612525184,608.4115627896228,86,41,"['Service Stations', 'Miscellaneous Food Stores', 'Grocery Stores, Supermarkets', 'Wholesale Clubs', 'Drug Stores and Pharmacies']",14693.303421200224,0.31521784541092346,0.5964823949621997,0.8970805928313593,0.9624439461883408,0.021300448430493273,0.016255605381165918,1576.6599999999999,13739.720000000001,0.12071658484446646,0.9843179340078032,0.5284612724083826,0.6649150586120542,35,68,1985,1,Female,955 11th Street,29.82,-82.59,19693.0,40156.0,70128.0,738,3,1.746389082577946
855,14205.45,16.422485549132947,865,737,56,72,3956.96,8988.04,12284.740000000002,1318.9866666666667,1498.006666666667,1364.9711111111112,1702.59,620.75,2037.33,620.75,2037.33,620.75,5.374482480869916,13.479323399113976,18.79015706806283,605.6732181905797,540.1408652070927,483.443079985753,75,38,"['Telecommunication Services', 'Money Transfer', 'Grocery Stores, Supermarkets', 'Wholesale Clubs', 'Drug Stores and Pharmacies']",30348.958333333332,0.2785522457929879,0.6327177245353016,0.8647906261329279,0.8520231213872832,0.06473988439306358,0.08323699421965318,-1074.1200000000008,5691.34,-0.21349690324940185,1.7263748597081925,0.44024726191694735,0.731642672128185,51,65,1969,1,Male,1047 Seventh Street,32.32,-90.2,11061.0,22557.0,63019.0,699,5,2.7937669016269893
856,102400.37,88.88921006944445,1152,0,115,1037,33145.97,61341.94,91613.5,11048.656666666668,10223.656666666668,10179.277777777777,12274.76,9822.96,12274.76,8259.07,12274.76,8259.07,2.000110424727898,4.55218609282013,7.292127712533659,1225.900050588682,1374.423030171812,1206.9856612215594,99,49,"['Grocery Stores, Supermarkets', 'Drug Stores and Pharmacies', 'Wholesale Clubs', 'Department Stores', 'Service Stations']",22688.392701998262,0.32368994369844567,0.5990402183117113,0.8946598532798271,0.0,0.0998263888888889,0.9001736111111112,4950.0,31070.380000000005,0.1755570033589906,1.0263884649486186,0.5403475990488726,0.6695731524284085,54,59,1965,7,Male,275 Tenth Street,38.98,-77.12,56069.0,114318.0,328089.0,748,3,2.8699679840445076
858,33991.86,24.97565025716385,1361,1291,54,16,10448.65,20613.87,30257.33,3482.883333333333,3435.645,3361.9255555555555,4558.99,2894.78,4558.99,2789.22,4558.99,2705.02,2.4888376161983117,5.883037049898492,9.103019152687253,933.2787209796078,690.283299660364,616.080919727902,76,40,"['Service Stations', 'Miscellaneous Food Stores', 'Money Transfer', 'Telecommunication Services', 'Wholesale Clubs']",19250.33823529412,0.30738682731689293,0.6064354819065505,0.8901345792786862,0.9485672299779574,0.03967670830271859,0.011756061719324026,283.4300000000003,10970.409999999996,0.027882328173910675,1.137601027017273,0.5068747401628128,0.6812851629671223,47,67,1972,11,Male,335 Valley Stream Boulevard,29.5,-97.44,15092.0,30774.0,51428.0,700,3,1.6711509715994022
859,35484.53,41.26108139534884,860,461,321,78,12561.900000000001,21995.730000000003,31055.15,4187.3,3665.9550000000004,3450.5722222222225,4495.42,3996.9300000000003,4495.42,2967.56,4495.42,2589.23,2.086803209200035,4.404953864677913,6.631101718863265,269.2988431092858,622.0813380499376,632.5413336648006,78,44,"['Tolls and Bridge Fees', 'Utilities - Electric, Gas, Water, Sanitary', 'Wholesale Clubs', 'Telecommunication Services', 'Department Stores']",30537.834691501746,0.3540106068757287,0.6198681509942503,0.8751743365348225,0.536046511627907,0.3732558139534884,0.09069767441860466,3128.0699999999997,12936.310000000005,0.33158006875256385,1.4279401992622054,0.57110630108662,0.7082796251185391,51,72,1968,4,Male,865 Wessex Lane,36.15,-85.5,15955.0,32531.0,78193.0,631,4,2.403645753281485
860,67695.28,50.18182357301705,1349,1280,20,49,19565.760000000002,40477.03,60833.9,6521.920000000001,6746.171666666666,6759.322222222222,7131.3099999999995,6075.4400000000005,7228.61,6075.4400000000005,7228.61,6075.4400000000005,2.0768563031037854,5.365303718660608,8.566567751898488,546.4614490519912,484.28986767912716,422.90217615241033,83,45,"['Money Transfer', 'Eating Places and Restaurants', 'Drinking Places (Alcoholic Beverages)', 'Fast Food Restaurants', 'Wholesale Clubs']",19456.513353115726,0.28902694545321334,0.5979298704429614,0.8986431550323746,0.9488510007412898,0.014825796886582653,0.0363232023721275,-1345.5099999999948,20120.159999999996,-0.06434377252075052,0.988371984494669,0.4833793388497131,0.6653696376526903,55,65,1965,2,Male,7035 River Boulevard,39.01,-77.02,30794.0,62791.0,193215.0,692,4,3.077112962048701
862,41522.74,29.850999281092736,1391,0,544,847,13871.43,24893.420000000002,37419.57,4623.81,4148.903333333334,4157.73,5599.14,3812.67,5599.14,3487.79,5599.14,3487.79,2.6382456388829874,5.5291305043447245,8.81453154875717,904.4819137495225,785.2743063329316,664.4295176691054,70,37,"['Taxicabs and Limousines', 'Money Transfer', 'Service Stations', 'Telecommunication Services', 'Utilities - Electric, Gas, Water, Sanitary']",18851.007194244605,0.3340682719878313,0.5995129415833349,0.9011825809183113,0.0,0.39108554996405465,0.6089144500359454,2849.4399999999987,12367.270000000004,0.25852318864379287,0.9873161346463204,0.5572327948510087,0.6652513644598268,25,67,1995,1,Female,8482 Elm Lane,32.42,-96.67,21032.0,42883.0,65917.0,807,3,1.5371359279901127
863,25022.07,38.436359447004605,651,544,44,63,7759.8,14710.8,22981.59,2586.6,2451.7999999999997,2553.51,4033.13,1513.65,4033.13,1513.65,4033.13,1513.65,0.9240143511367102,2.6474896668344434,4.69820214076908,1300.6215359973094,889.3444655475176,765.6510283085892,77,44,"['Utilities - Electric, Gas, Water, Sanitary', 'Money Transfer', 'Automotive Service Shops', 'Drug Stores and Pharmacies', 'Grocery Stores, Supermarkets']",40190.86153846154,0.31011822762864943,0.5879129904120642,0.9184527898770966,0.8356374807987711,0.06758832565284179,0.0967741935483871,808.8000000000011,6440.009999999998,0.11635735865343144,0.7786450871077608,0.527490007341545,0.6401123682042887,60,68,1959,12,Female,256 Ocean Drive,35.4,-93.11,16877.0,34406.0,1636.0,774,3,0.0475498459571005
865,60936.02,61.18074297188755,996,608,60,328,18365.71,36353.119999999995,53763.630000000005,6121.903333333333,6058.853333333333,5973.736666666668,6724.97,5621.07,6841.65,5391.16,6841.65,5283.57,2.267297863218213,5.467295372589204,8.564661176608725,559.0058526825405,598.0060357109004,545.7246849602834,63,34,"['Wholesale Clubs', 'Grocery Stores, Supermarkets', 'Drug Stores and Pharmacies', 'Automotive Service Shops', 'Department Stores']",26328.361809045226,0.3013933302503183,0.5965785097221643,0.8822963823367527,0.6104417670682731,0.060240963855421686,0.3293172690763052,378.3000000000029,18942.609999999986,0.02103137694643098,1.0879985709781033,0.5052031297451224,0.6761656532492317,41,65,1979,2,Male,9684 Grant Drive,38.06,-78.9,18531.0,37786.0,107692.0,693,5,2.8500502831736623
866,36336.29,44.85961728395062,810,727,29,54,10291.67,20154.42,30644.61,3430.556666666667,3359.0699999999997,3404.956666666667,3762.73,3213.27,3928.6,2725.99,4398.77,2725.99,1.73516037557837,4.356329048323956,7.1442489894305465,292.19134575365774,432.2062310980724,528.2608357620318,118,45,"['Grocery Stores, Supermarkets', 'Eating Places and Restaurants', 'Drug Stores and Pharmacies', 'Automotive Service Shops', 'Utilities - Electric, Gas, Water, Sanitary']",32367.14462299135,0.28323392399168984,0.554663670947144,0.8433610035587012,0.8975308641975308,0.03580246913580247,0.06666666666666667,428.9200000000019,9664.229999999996,0.043488884945882544,0.9212635805452516,0.5106408420584666,0.6576823787282657,34,67,1985,3,Male,4591 Third Drive,40.43,-79.97,30361.0,61904.0,125358.0,639,3,2.025038769707935
868,49422.67,56.48305142857143,875,747,43,85,14611.6,28567.64,44222.14,4870.533333333334,4761.2733333333335,4913.571111111111,5220.91,4461.62,5220.91,4382.53,6546.38,4068.34,2.2749539404969497,5.4029747042554055,8.911677821060511,383.0146629482138,373.33019490347584,727.3628765348913,107,43,"['Money Transfer', 'Legal Services and Attorneys', 'Grocery Stores, Supermarkets', 'Doctors, Physicians', 'Telecommunication Services']",29892.21967963387,0.2956457026704547,0.5780270471020688,0.8947744021114198,0.8537142857142858,0.04914285714285714,0.09714285714285714,655.5600000000013,12913.14,0.04697321016563438,0.824883579801335,0.5114738214287214,0.6460031106590499,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,16016.0,31046.0,11436.0,706,6,0.3683566320943117
869,24482.18,40.069034369885436,611,396,74,141,6975.59,13386.02,21292.08,2325.1966666666667,2231.0033333333336,2365.786666666667,2688.26,1955.56,2688.26,1763.18,3304.21,1763.18,2.567054961238725,5.8451083065720315,9.88797070915748,366.39422625545393,343.79367304630097,447.0207217232779,104,44,"['Utilities - Electric, Gas, Water, Sanitary', 'Grocery Stores, Supermarkets', 'Telecommunication Services', 'Department Stores', 'Service Stations']",42914.45901639344,0.28492519865469496,0.5467658517337917,0.8696970612911106,0.6481178396072013,0.12111292962356793,0.23076923076923078,565.1599999999999,5479.959999999999,0.08816257255753501,0.6931341274920755,0.5211100835050299,0.6286854079075411,73,68,1946,9,Male,9355 Ocean View Drive,33.85,-84.22,22682.0,34220.0,0.0,745,5,0.0
870,39069.27,37.85781976744186,1032,305,53,674,13091.69,25010.08,35664.270000000004,4363.8966666666665,4168.346666666667,3962.696666666667,6143.32,2706.88,6143.32,2706.88,6143.32,2706.88,1.1310447770912146,3.071101619319847,4.805373967170847,1721.4870061761521,1168.6175258255653,989.5660249826686,104,46,"['Theatrical Producers', 'Automotive Service Shops', 'Wholesale Clubs', 'Drug Stores and Pharmacies', 'Service Stations']",25417.594568380213,0.3350891890224722,0.6401471028253153,0.9128471046426003,0.29554263565891475,0.05135658914728682,0.6531007751937985,1173.2999999999993,14355.89,0.09844450466883514,1.3474407721281483,0.5234565423221357,0.7012643186023434,63,64,1956,3,Female,1389 Park Lane,38.64,-76.9,35114.0,71593.0,132181.0,821,3,1.8462838545667872
871,48774.38,34.299845288326296,1422,1374,37,11,14418.02,30402.41,44362.18,4806.006666666667,5067.068333333334,4929.131111111111,5404.4,4281.22,6002.88,4281.22,6002.88,4092.07,2.046661313498437,5.424311131772463,8.37413997126194,565.196235066487,595.0872834943344,587.5302746762169,52,32,"['Medical Services', 'Drug Stores and Pharmacies', 'Podiatrists', 'Grocery Stores, Supermarkets', 'Optometrists, Optical Goods and Eyeglasses']",18458.888106966926,0.29560642288020883,0.6233274518302437,0.9095385733247661,0.9662447257383966,0.026019690576652602,0.007735583684950774,-1566.369999999999,16442.64,-0.09799373013296087,1.177858947532803,0.4742393777335415,0.6853227230943114,86,71,1933,5,Female,81 Hill Avenue,42.38,-83.1,13820.0,22650.0,0.0,690,6,0.0
